,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,k_gap_at_boundary
0,2,0.10821499675512314,0.35442098543359535,0.022020010716308495,,4,5,False
1,3,0.11911559849977493,0.39185284275442367,0.03014835625648473,,4,5,False
2,4,0.13101762533187866,0.43475884556109845,0.03668241614761758,0.8991008991008991,4,5,False
3,5,0.12878504395484924,0.479972615799932,0.022091216276575044,,4,5,False
4,6,0.14981858432292938,0.5065392250805978,0.0357332231218604,,4,5,False
