,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,k_gap_at_boundary
0,2,0.08860842138528824,0.47606743177499844,0.023221820322219013,,4,3,False
1,3,0.08218908309936523,0.5191772753125319,0.04210949193232898,,4,3,False
2,4,0.09029016643762589,0.5230908672306129,0.027222376216787435,0.989010989010989,4,3,False
3,5,0.10055449604988098,0.556029538983049,0.03318257040166706,,4,3,False
4,6,0.10919805616140366,0.569596426349332,0.021493378962696957,,4,3,False
