,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,k_gap_at_boundary
0,2,0.10526954382658005,0.4013214748645346,0.037639326042124575,,4,3,False
1,3,0.10700276494026184,0.4608063609312958,0.03060586069970757,,4,3,False
2,4,0.1115075945854187,0.46519056437719497,0.016415051287505533,0.8131868131868132,4,3,False
3,5,0.10672415792942047,0.4813643463593471,0.03576196217933994,,4,3,False
4,6,0.11489271372556686,0.5106937242450926,0.027347544671629247,,4,3,False
