,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,k_gap_at_boundary
0,2,0.12473751604557037,0.3868164681773676,0.019286517575428933,,5,6,True
1,3,0.15508563816547394,0.49426654457694497,0.01840383283811205,,5,6,True
2,4,0.17268501222133636,0.5858277382407078,0.021076013686494657,,5,6,True
3,5,0.1778830736875534,0.6899842390816615,0.016209261010213114,0.057942057942057944,5,6,True
4,6,0.18670986592769623,0.7320004135424165,0.018315443986050207,,5,6,True
