,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,k_gap_at_boundary
0,2,0.13884791731834412,0.27840875546734667,0.0367652956716007,,5,5,False
1,3,0.14081840217113495,0.32030945917061215,0.026105126564454666,,5,5,False
2,4,0.14993911981582642,0.3587921255396571,0.03255885043178572,,5,5,False
3,5,0.1743241250514984,0.43860437940877084,0.025558638817813988,0.5434565434565435,5,5,False
4,6,0.19040274620056152,0.4754400704963424,0.04571529374616343,,5,5,False
