,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,k_gap_at_boundary
0,2,0.17365384101867676,0.3875372121399083,0.018860878912045406,,5,6,True
1,3,0.18099738657474518,0.5022543033670903,0.02188925511030473,,5,6,True
2,4,0.199699267745018,0.6295740069690376,0.015139599106233142,,5,6,True
3,5,0.21519221365451813,0.7479344208633796,0.02319323006045311,0.34765234765234765,5,6,True
4,6,0.23359183967113495,0.8462810013645634,0.012977299213673448,,5,6,True
