,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,k_gap_at_boundary
0,2,0.10319390892982483,0.48339759390721815,0.013431943077208405,,4,6,True
1,3,0.09803164005279541,0.5341019817832731,0.01565104094569116,,4,6,True
2,4,0.1067877784371376,0.5755359417689445,0.011745869777903773,0.7622377622377622,4,6,True
3,5,0.11134613305330276,0.6310521487436023,0.017726788656863786,,4,6,True
4,6,0.11265317350625992,0.6688826295872148,0.01711581271045008,,4,6,True
