,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,k_gap_at_boundary
0,2,0.136527881026268,0.3914842257903053,0.02344753789058602,,5,6,True
1,3,0.140513077378273,0.495434692047267,0.02294770916898394,,5,6,True
2,4,0.15880820155143738,0.5604462739217753,0.026463547916716866,,5,6,True
3,5,0.1656932234764099,0.6361127354747564,0.019340667386293333,0.3886113886113886,5,6,True
4,6,0.18170788884162903,0.7058684416855083,0.024694054900076222,,5,6,True
