,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,k_gap_at_boundary
0,2,0.15979845821857452,0.34122241041205337,0.027036270050578747,,4,6,True
1,3,0.17142443358898163,0.4365469235472381,0.04075380604251371,,4,6,True
2,4,0.18466275930404663,0.5051859819955298,0.0338951773689717,0.36063936063936064,4,6,True
3,5,0.20824550092220306,0.6250446702479722,0.019535455147207715,,4,6,True
4,6,0.2190982848405838,0.6711672803358191,0.021918290664255366,,4,6,True
