,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,k_gap_at_boundary
0,2,0.13304676115512848,0.44608864172312046,0.012167896680219802,,4,6,True
1,3,0.13322633504867554,0.5306448803654895,0.022212475248566777,,4,6,True
2,4,0.14308644831180573,0.6042274410712483,0.029623294320010006,0.957042957042957,4,6,True
3,5,0.14106114208698273,0.67783959319314,0.015796604224873948,,4,6,True
4,6,0.1541203111410141,0.7110755981180201,0.01569725924889861,,4,6,True
