,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,k_gap_at_boundary
0,2,0.1605067402124405,0.3975744447639955,0.022851233384713343,,4,6,True
1,3,0.15096192061901093,0.48503453497965987,0.023412110845054037,,4,6,True
2,4,0.18966779112815857,0.5998952733191731,0.02033616889903398,0.36163836163836166,4,6,True
3,5,0.18289446830749512,0.6628040762553411,0.01946706421842438,,4,6,True
4,6,0.19001686573028564,0.7721371995721809,0.022169039582605916,,4,6,True
