,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,k_gap_at_boundary
0,2,0.12798553705215454,0.43276147950946564,0.017977753189088577,,5,6,True
1,3,0.12449513375759125,0.49549922653293876,0.024129946459671665,,5,6,True
2,4,0.14473369717597961,0.5810069024107056,0.02509325474230639,,5,6,True
3,5,0.16604799032211304,0.6630937042609442,0.018767987861347,0.059940059940059943,5,6,True
4,6,0.17574971914291382,0.7283529396321189,0.01667746323022275,,5,6,True
