,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,k_gap_at_boundary
0,2,0.14809082448482513,0.382792413357282,0.018990028487261827,,5,6,True
1,3,0.15266388654708862,0.48799439183167825,0.019482292146987573,,5,6,True
2,4,0.1723247766494751,0.606014622144122,0.021545687210769212,,5,6,True
3,5,0.17655006051063538,0.6799664380759087,0.01388486464511006,0.4905094905094905,5,6,True
4,6,0.2014690786600113,0.7770349746102503,0.01979464314868527,,5,6,True
