,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,k_gap_at_boundary
0,2,0.11867763847112656,0.4889197829510712,0.011015115862703538,,4,6,True
1,3,0.11530835181474686,0.5590785525221555,0.017178925761758237,,4,6,True
2,4,0.1272929459810257,0.6124801884292101,0.01767996421875668,0.6803196803196803,4,6,True
3,5,0.13773812353610992,0.6707446300088291,0.015928952053306935,,4,6,True
4,6,0.13320142030715942,0.7302131644242036,0.013927746656939322,,4,6,True
