onset	duration	trial_type
21.998	8	Neutral - OBSERVAR
30.648	8	Neutral - OBSERVAR
39.83	8	Neutral - OBSERVAR
49.263	8	Neutral - OBSERVAR
97.076	8	Happy - OBSERVAR
106.026	8	Happy - OBSERVAR
114.692	8	Happy - OBSERVAR
124.058	8	Happy - OBSERVAR
168.272	8	Happy - INCREMENTAR
177.721	8	Happy - INCREMENTAR
186.67	8	Happy - INCREMENTAR
195.786	8	Happy - INCREMENTAR
241.2	8	Negativo - OBSERVAR
250.65	8	Negativo - OBSERVAR
259.282	8	Negativo - OBSERVAR
268.482	8	Negativo - OBSERVAR
309.612	8	Negativo - SUPRIMIR
318.595	8	Negativo - SUPRIMIR
328.095	8	Negativo - SUPRIMIR
337.311	8	Negativo - SUPRIMIR
378.791	8	Happy - SUPRIMIR
388.241	8	Happy - SUPRIMIR
397.19	8	Happy - SUPRIMIR
405.823	8	Happy - SUPRIMIR
443.72	8	Negativo - REDUCIR
452.37	8	Negativo - REDUCIR
461.353	8	Negativo - REDUCIR
470.819	8	Negativo - REDUCIR
509.049	8	Happy - SUPRIMIR
517.699	8	Happy - SUPRIMIR
526.665	8	Happy - SUPRIMIR
535.864	8	Happy - SUPRIMIR
573.329	8	Negativo - SUPRIMIR
582.528	8	Negativo - SUPRIMIR
591.178	8	Negativo - SUPRIMIR
600.544	8	Negativo - SUPRIMIR
639.608	8	Neutral - OBSERVAR
648.59	8	Neutral - OBSERVAR
658.073	8	Neutral - OBSERVAR
666.623	8	Neutral - OBSERVAR
702.387	8	Negativo - REDUCIR
711.836	8	Negativo - REDUCIR
720.519	8	Negativo - REDUCIR
729.752	8	Negativo - REDUCIR
767.183	8	Negativo - OBSERVAR
776.399	8	Negativo - OBSERVAR
785.048	8	Negativo - OBSERVAR
794.514	8	Negativo - OBSERVAR
836.128	8	Happy - OBSERVAR
845.211	8	Happy - OBSERVAR
853.744	8	Happy - OBSERVAR
862.71	8	Happy - OBSERVAR
900.758	8	Happy - INCREMENTAR
909.857	8	Happy - INCREMENTAR
918.54	8	Happy - INCREMENTAR
927.523	8	Happy - INCREMENTAR
964.57	8	Happy - OBSERVAR
973.22	8	Happy - OBSERVAR
982.436	8	Happy - OBSERVAR
991.902	8	Happy - OBSERVAR
1027.933	8	Negativo - REDUCIR
1037.182	8	Negativo - REDUCIR
1046.631	8	Negativo - REDUCIR
1055.581	8	Negativo - REDUCIR
1099.512	8	Happy - SUPRIMIR
1108.361	8	Happy - SUPRIMIR
1117.56	8	Happy - SUPRIMIR
1127.01	8	Happy - SUPRIMIR
1166.49	8	Happy - INCREMENTAR
1175.456	8	Happy - INCREMENTAR
1184.823	8	Happy - INCREMENTAR
1194.039	8	Happy - INCREMENTAR
1229.02	8	Negativo - SUPRIMIR
1238.236	8	Negativo - SUPRIMIR
1247.202	8	Negativo - SUPRIMIR
1256.685	8	Negativo - SUPRIMIR
1296.865	8	Negativo - OBSERVAR
1305.731	8	Negativo - OBSERVAR
1314.397	8	Negativo - OBSERVAR
1323.88	8	Negativo - OBSERVAR
1364.561	8	Neutral - OBSERVAR
1373.41	8	Neutral - OBSERVAR
1382.06	8	Neutral - OBSERVAR
1391.259	8	Neutral - OBSERVAR
