onset	duration	trial_type
38.764	8	Neutral - OBSERVAR
48.33	8	Neutral - OBSERVAR
56.959	8	Neutral - OBSERVAR
66.129	8	Neutral - OBSERVAR
105.376	8	Negativo - OBSERVAR
113.992	8	Negativo - OBSERVAR
123.441	8	Negativo - OBSERVAR
132.374	8	Negativo - OBSERVAR
179.704	8	Happy - OBSERVAR
188.92	8	Happy - OBSERVAR
198.336	8	Happy - OBSERVAR
206.936	8	Happy - OBSERVAR
249.833	8	Negativo - SUPRIMIR
258.765	8	Negativo - SUPRIMIR
267.931	8	Negativo - SUPRIMIR
277.347	8	Negativo - SUPRIMIR
311.762	8	Negativo - REDUCIR
320.678	8	Negativo - REDUCIR
329.86	8	Negativo - REDUCIR
339.26	8	Negativo - REDUCIR
374.957	8	Happy - SUPRIMIR
383.873	8	Happy - SUPRIMIR
393.189	8	Happy - SUPRIMIR
402.355	8	Happy - SUPRIMIR
438.153	8	Happy - INCREMENTAR
447.319	8	Happy - INCREMENTAR
455.952	8	Happy - INCREMENTAR
465.384	8	Happy - INCREMENTAR
500.465	8	Happy - OBSERVAR
509.898	8	Happy - OBSERVAR
518.531	8	Happy - OBSERVAR
527.713	8	Happy - OBSERVAR
567.727	8	Negativo - OBSERVAR
576.927	8	Negativo - OBSERVAR
585.576	8	Negativo - OBSERVAR
594.509	8	Negativo - OBSERVAR
634.006	8	Happy - SUPRIMIR
642.622	8	Happy - SUPRIMIR
651.788	8	Happy - SUPRIMIR
661.188	8	Happy - SUPRIMIR
689.103	8	Happy - INCREMENTAR
697.719	8	Happy - INCREMENTAR
707.151	8	Happy - INCREMENTAR
716.084	8	Happy - INCREMENTAR
757.182	8	Neutral - OBSERVAR
766.114	8	Neutral - OBSERVAR
775.447	8	Neutral - OBSERVAR
784.63	8	Neutral - OBSERVAR
821.028	8	Negativo - REDUCIR
829.66	8	Negativo - REDUCIR
839.093	8	Negativo - REDUCIR
848.042	8	Negativo - REDUCIR
885.99	8	Negativo - SUPRIMIR
894.623	8	Negativo - SUPRIMIR
903.806	8	Negativo - SUPRIMIR
912.722	8	Negativo - SUPRIMIR
950.019	8	Negativo - OBSERVAR
958.935	8	Negativo - OBSERVAR
968.118	8	Negativo - OBSERVAR
976.751	8	Negativo - OBSERVAR
1017.632	8	Happy - SUPRIMIR
1026.298	8	Happy - SUPRIMIR
1035.481	8	Happy - SUPRIMIR
1045.03	8	Happy - SUPRIMIR
1084.511	8	Negativo - REDUCIR
1093.96	8	Negativo - REDUCIR
1102.593	8	Negativo - REDUCIR
1111.776	8	Negativo - REDUCIR
1141.591	8	Happy - INCREMENTAR
1150.773	8	Happy - INCREMENTAR
1160.206	8	Happy - INCREMENTAR
1168.839	8	Happy - INCREMENTAR
1205.836	8	Negativo - SUPRIMIR
1214.469	8	Negativo - SUPRIMIR
1223.402	8	Negativo - SUPRIMIR
1232.585	8	Negativo - SUPRIMIR
1272.699	8	Happy - OBSERVAR
1281.882	8	Happy - OBSERVAR
1290.514	8	Happy - OBSERVAR
1299.947	8	Happy - OBSERVAR
1337.512	8	Neutral - OBSERVAR
1346.844	8	Neutral - OBSERVAR
1356.027	8	Neutral - OBSERVAR
1364.96	8	Neutral - OBSERVAR
