resample,ari
639,0.7935779816513762
640,0.7439024390243902
641,0.5606604450825556
642,0.7947811242531398
643,0.6811690468282963
644,0.5477004941087039
645,0.7795661301609517
646,0.8316831683168316
647,0.5738161559888579
648,0.725050916496945
649,0.6282993478935928
650,0.610175564313866
651,0.6017262638717632
652,0.5207100591715976
653,0.50920245398773
654,1.0
655,0.6954973289239379
656,0.6953924914675768
657,0.33635413035901013
658,0.9494949494949495
659,0.603112840466926
660,0.5417515274949084
661,0.8201058201058201
662,0.8776065276518585
663,0.7931034482758621
664,0.8034211615395227
665,0.35
666,0.8250984376984631
667,0.656147662994939
668,0.6369426751592356
669,0.7427785419532325
670,0.5810055865921788
671,0.6702586206896551
672,0.8092664092664092
673,0.5251396648044693
674,0.49897750511247446
675,0.6517311608961304
676,1.0
677,0.4026548672566372
678,0.6368038740920097
679,0.8286168521462639
680,0.3657142857142857
681,0.6653161881275321
682,0.5678929765886288
683,0.7405405405405405
684,0.4971725853879213
685,0.9259796806966618
686,0.8275862068965517
687,0.5724614900974536
688,0.7344995342097091
689,1.0
690,0.4493927125506073
691,1.0
692,1.0
693,0.5264094955489614
694,0.5555555555555556
695,0.3589076723016905
696,0.8459585619523381
697,0.7551440329218106
698,0.8907045271899277
699,0.9031441232327495
700,0.7861635220125787
701,0.786865671641791
702,0.6739130434782609
703,0.30954994511525796
704,0.9165217391304348
705,0.688689407540395
706,0.8966942148760331
707,0.8041984732824428
708,1.0
709,0.7549909255898367
710,0.6968421052631579
711,1.0
712,0.5884026258205689
713,0.36435868331441545
714,0.8799451177681226
715,0.5213310580204779
716,0.8910256410256411
717,0.6087704213241617
718,0.7825768667642753
719,0.7667956384101301
720,0.7103240895422653
721,0.3992146596858639
722,0.5070422535211268
723,0.6069643164971557
724,0.82695226851071
725,1.0
726,0.7733333333333333
727,0.6395256916996047
728,0.7308970099667774
729,0.6976744186046512
730,0.5908625980225025
731,0.8519480519480519
732,1.0
733,0.5271210013908206
734,0.5303779301546803
735,0.6943863599806981
736,0.7340590979782271
737,0.7255460588793922
738,1.0
739,0.8389261744966443
740,0.7255460588793922
741,0.7890154052243804
742,0.8108108108108109
743,0.5083998898375103
744,0.8924302788844621
745,0.6545718432510885
746,0.7570819754324392
747,0.717775127899373
748,0.8566308243727598
749,0.5565819861431871
750,0.9378806333739342
751,0.48717948717948717
752,0.6077586206896551
753,0.8305084745762712
754,0.7437185929648241
755,0.7206053550640279
756,0.4778156996587031
757,0.5926285160038798
758,0.8804554079696395
759,0.7202468410226271
760,0.6638249959787679
761,0.3556370302474794
762,0.8020735155513666
763,0.5903463624982612
764,0.6685082872928176
765,0.4503964002571245
766,0.5175879396984925
767,0.676923076923077
768,0.8226754234358797
769,0.633423180592992
770,0.8364685763146644
771,0.6802821040258595
772,0.5058278331694986
773,0.5530293407849612
774,0.5242658423493045
775,0.7398648648648649
776,0.6288778245882803
777,0.44038929440389296
778,0.6539646959932754
779,0.31627906976744186
780,0.5004452359750667
781,0.34299516908212563
782,0.6083969465648855
783,0.5641025641025641
784,0.47533632286995514
785,0.833916083916084
786,0.8848263254113345
787,0.5047923322683706
788,0.843263061411549
789,0.6977611940298507
790,0.7206053550640279
791,0.6528239202657807
792,0.9031441232327495
793,0.7530930607853685
794,0.7860704519864886
795,0.7932535364526659
796,0.7493857493857494
797,0.7114735658042745
798,0.8119469026548672
799,0.701048951048951
800,0.7522935779816514
801,0.42485955056179775
802,1.0
803,0.6924785782291336
804,0.39285714285714285
805,0.6112031819688433
806,0.5957507486097248
807,0.8758049678012879
808,0.49072753209700426
809,0.3371757925072046
810,0.49295774647887325
811,0.489556135770235
812,0.8646884272997033
813,0.3095599393019727
814,0.48377358490566036
815,0.7732170343766034
816,0.6381230116648993
817,0.6596638655462185
818,0.7154150197628458
819,0.868514340960361
820,0.6753660089115213
821,0.39655172413793105
822,1.0
823,0.7128205128205128
