seed,silhouette
0,0.3389201760292053
1,0.30269113183021545
2,0.37653830647468567
3,0.3283068835735321
4,0.3357674777507782
5,0.3221617043018341
6,0.32997530698776245
7,0.34906795620918274
8,0.32411277294158936
9,0.29143697023391724
