metric,point,ci_lo,ci_hi,n_boot
silhouette_k5,0.1349283903837204,0.12217682134360075,0.17228532657027243,1000
ridge_r_zung,-0.801510529844629,-0.44609902686136577,0.7899289247866501,1000
