onset	duration	trial_type
30.131	8	Neutral - OBSERVAR
39.581	8	Neutral - OBSERVAR
48.813	8	Neutral - OBSERVAR
57.779	8	Neutral - OBSERVAR
93.944	8	Happy - SUPRIMIR
102.493	8	Happy - SUPRIMIR
111.459	8	Happy - SUPRIMIR
120.925	8	Happy - SUPRIMIR
156.19	8	Negativo - REDUCIR
165.156	8	Negativo - REDUCIR
173.755	8	Negativo - REDUCIR
182.971	8	Negativo - REDUCIR
220.969	8	Happy - INCREMENTAR
229.535	8	Happy - INCREMENTAR
238.485	8	Happy - INCREMENTAR
247.967	8	Happy - INCREMENTAR
283.615	8	Negativo - OBSERVAR
292.831	8	Negativo - OBSERVAR
301.481	8	Negativo - OBSERVAR
310.447	8	Negativo - OBSERVAR
346.261	8	Happy - OBSERVAR
354.91	8	Happy - OBSERVAR
363.876	8	Happy - OBSERVAR
373.326	8	Happy - OBSERVAR
405.191	8	Negativo - SUPRIMIR
414.39	8	Negativo - SUPRIMIR
423.044	8	Negativo - SUPRIMIR
432.522	8	Negativo - SUPRIMIR
473.003	8	Happy - SUPRIMIR
481.686	8	Happy - SUPRIMIR
490.856	8	Happy - SUPRIMIR
500.318	8	Happy - SUPRIMIR
532.503	8	Happy - INCREMENTAR
541.652	8	Happy - INCREMENTAR
551.085	8	Happy - INCREMENTAR
559.734	8	Happy - INCREMENTAR
592.932	8	Negativo - OBSERVAR
601.565	8	Negativo - OBSERVAR
610.514	8	Negativo - OBSERVAR
619.98	8	Negativo - OBSERVAR
656.711	8	Neutral - OBSERVAR
666.16	8	Neutral - OBSERVAR
675.11	8	Neutral - OBSERVAR
684.309	8	Neutral - OBSERVAR
717.623	8	Happy - OBSERVAR
726.806	8	Happy - OBSERVAR
735.489	8	Happy - OBSERVAR
744.471	8	Happy - OBSERVAR
775.453	8	Negativo - SUPRIMIR
784.652	8	Negativo - SUPRIMIR
794.118	8	Negativo - SUPRIMIR
802.767	8	Negativo - SUPRIMIR
836.596	8	Negativo - REDUCIR
846.014	8	Negativo - REDUCIR
854.647	8	Negativo - REDUCIR
863.83	8	Negativo - REDUCIR
898.394	8	Negativo - SUPRIMIR
907.043	8	Negativo - SUPRIMIR
916.476	8	Negativo - SUPRIMIR
925.692	8	Negativo - SUPRIMIR
957.94	8	Happy - OBSERVAR
967.156	8	Happy - OBSERVAR
975.722	8	Happy - OBSERVAR
984.671	8	Happy - OBSERVAR
1016.102	8	Happy - SUPRIMIR
1025.185	8	Happy - SUPRIMIR
1034.634	8	Happy - SUPRIMIR
1043.284	8	Happy - SUPRIMIR
1075.648	8	Negativo - OBSERVAR
1085.081	8	Negativo - OBSERVAR
1094.03	8	Negativo - OBSERVAR
1102.68	8	Negativo - OBSERVAR
1139.594	8	Happy - INCREMENTAR
1148.793	8	Happy - INCREMENTAR
1158.242	8	Happy - INCREMENTAR
1167.075	8	Happy - INCREMENTAR
1200.023	8	Negativo - REDUCIR
1208.972	8	Negativo - REDUCIR
1217.605	8	Negativo - REDUCIR
1226.704	8	Negativo - REDUCIR
1255.386	8	Neutral - OBSERVAR
1264.352	8	Neutral - OBSERVAR
1273.801	8	Neutral - OBSERVAR
1282.984	8	Neutral - OBSERVAR
