onset	duration	trial_type
22.431	8	Neutral - OBSERVAR
31.064	8	Neutral - OBSERVAR
40.264	8	Neutral - OBSERVAR
49.713	8	Neutral - OBSERVAR
83.594	8	Happy - INCREMENTAR
92.277	8	Happy - INCREMENTAR
101.209	8	Happy - INCREMENTAR
110.425	8	Happy - INCREMENTAR
146.539	8	Negativo - REDUCIR
155.739	8	Negativo - REDUCIR
165.221	8	Negativo - REDUCIR
173.871	8	Negativo - REDUCIR
211.985	8	Happy - SUPRIMIR
220.934	8	Happy - SUPRIMIR
229.584	8	Happy - SUPRIMIR
238.783	8	Happy - SUPRIMIR
271.731	8	Happy - OBSERVAR
280.38	8	Happy - OBSERVAR
289.829	8	Happy - OBSERVAR
298.645	8	Happy - OBSERVAR
334.576	8	Negativo - OBSERVAR
343.192	8	Negativo - OBSERVAR
352.158	8	Negativo - OBSERVAR
361.341	8	Negativo - OBSERVAR
396.872	8	Negativo - SUPRIMIR
406.321	8	Negativo - SUPRIMIR
415.521	8	Negativo - SUPRIMIR
424.47	8	Negativo - SUPRIMIR
460.867	8	Negativo - OBSERVAR
470.067	8	Negativo - OBSERVAR
479.516	8	Negativo - OBSERVAR
488.365	8	Negativo - OBSERVAR
520.197	8	Neutral - OBSERVAR
528.746	8	Neutral - OBSERVAR
538.179	8	Neutral - OBSERVAR
547.411	8	Neutral - OBSERVAR
579.359	8	Negativo - REDUCIR
588.309	8	Negativo - REDUCIR
597.758	8	Negativo - REDUCIR
606.974	8	Negativo - REDUCIR
646.705	8	Happy - INCREMENTAR
656.188	8	Happy - INCREMENTAR
665.154	8	Happy - INCREMENTAR
674.353	8	Happy - INCREMENTAR
711.684	8	Negativo - SUPRIMIR
721.15	8	Negativo - SUPRIMIR
730.083	8	Negativo - SUPRIMIR
738.616	8	Negativo - SUPRIMIR
773.48	8	Happy - SUPRIMIR
782.43	8	Happy - SUPRIMIR
791.646	8	Happy - SUPRIMIR
800.178	8	Happy - SUPRIMIR
833.343	8	Happy - OBSERVAR
841.992	8	Happy - OBSERVAR
851.458	8	Happy - OBSERVAR
860.424	8	Happy - OBSERVAR
891.656	8	Happy - INCREMENTAR
900.872	8	Happy - INCREMENTAR
910.355	8	Happy - INCREMENTAR
919.004	8	Happy - INCREMENTAR
952.268	8	Happy - SUPRIMIR
961.218	8	Happy - SUPRIMIR
969.867	8	Happy - SUPRIMIR
979.317	8	Happy - SUPRIMIR
1013.898	8	Negativo - OBSERVAR
1022.564	8	Negativo - OBSERVAR
1031.763	8	Negativo - OBSERVAR
1041.213	8	Negativo - OBSERVAR
1077.394	8	Happy - OBSERVAR
1086.36	8	Happy - OBSERVAR
1095.676	8	Happy - OBSERVAR
1105.125	8	Happy - OBSERVAR
1136.723	8	Negativo - REDUCIR
1145.906	8	Negativo - REDUCIR
1154.589	8	Negativo - REDUCIR
1163.938	8	Negativo - REDUCIR
1197.436	8	Negativo - SUPRIMIR
1206.119	8	Negativo - SUPRIMIR
1215.335	8	Negativo - SUPRIMIR
1224.784	8	Negativo - SUPRIMIR
1260.249	8	Neutral - OBSERVAR
1269.465	8	Neutral - OBSERVAR
1278.114	8	Neutral - OBSERVAR
1287.564	8	Neutral - OBSERVAR
