onset	duration	trial_type
27.648	8	Neutral - OBSERVAR
36.697	8	Neutral - OBSERVAR
45.48	8	Neutral - OBSERVAR
54.779	8	Neutral - OBSERVAR
95.16	8	Happy - OBSERVAR
104.459	8	Happy - OBSERVAR
112.942	8	Happy - OBSERVAR
121.741	8	Happy - OBSERVAR
165.072	8	Negativo - REDUCIR
173.571	8	Negativo - REDUCIR
182.37	8	Negativo - REDUCIR
191.653	8	Negativo - REDUCIR
235.55	8	Negativo - OBSERVAR
244.599	8	Negativo - OBSERVAR
253.382	8	Negativo - OBSERVAR
261.881	8	Negativo - OBSERVAR
304.029	8	Happy - INCREMENTAR
313.078	8	Happy - INCREMENTAR
322.377	8	Happy - INCREMENTAR
331.16	8	Happy - INCREMENTAR
368.341	8	Negativo - SUPRIMIR
376.84	8	Negativo - SUPRIMIR
386.14	8	Negativo - SUPRIMIR
395.189	8	Negativo - SUPRIMIR
430.804	8	Happy - SUPRIMIR
439.853	8	Happy - SUPRIMIR
448.652	8	Happy - SUPRIMIR
457.952	8	Happy - SUPRIMIR
504.082	8	Neutral - OBSERVAR
512.882	8	Neutral - OBSERVAR
521.931	8	Neutral - OBSERVAR
531.23	8	Neutral - OBSERVAR
570.761	8	Negativo - REDUCIR
579.261	8	Negativo - REDUCIR
588.06	8	Negativo - REDUCIR
597.359	8	Negativo - REDUCIR
640.207	8	Negativo - OBSERVAR
648.706	8	Negativo - OBSERVAR
657.756	8	Negativo - OBSERVAR
667.055	8	Negativo - OBSERVAR
712.135	8	Happy - INCREMENTAR
720.635	8	Happy - INCREMENTAR
729.684	8	Happy - INCREMENTAR
738.984	8	Happy - INCREMENTAR
784.064	8	Happy - SUPRIMIR
792.864	8	Happy - SUPRIMIR
802.163	8	Happy - SUPRIMIR
810.662	8	Happy - SUPRIMIR
856.376	8	Negativo - SUPRIMIR
865.676	8	Negativo - SUPRIMIR
874.725	8	Negativo - SUPRIMIR
883.524	8	Negativo - SUPRIMIR
930.588	8	Happy - OBSERVAR
939.887	8	Happy - OBSERVAR
948.937	8	Happy - OBSERVAR
957.436	8	Happy - OBSERVAR
1002.383	8	Negativo - OBSERVAR
1010.883	8	Negativo - OBSERVAR
1019.932	8	Negativo - OBSERVAR
1029.232	8	Negativo - OBSERVAR
1070.196	8	Negativo - SUPRIMIR
1078.995	8	Negativo - SUPRIMIR
1088.328	8	Negativo - SUPRIMIR
1097.377	8	Negativo - SUPRIMIR
1138.991	8	Happy - SUPRIMIR
1148.291	8	Happy - SUPRIMIR
1156.79	8	Happy - SUPRIMIR
1165.839	8	Happy - SUPRIMIR
1206.687	8	Happy - OBSERVAR
1215.186	8	Happy - OBSERVAR
1224.486	8	Happy - OBSERVAR
1233.552	8	Happy - OBSERVAR
1276.399	8	Negativo - REDUCIR
1284.898	8	Negativo - REDUCIR
1293.948	8	Negativo - REDUCIR
1302.747	8	Negativo - REDUCIR
1346.444	8	Happy - INCREMENTAR
1355.244	8	Happy - INCREMENTAR
1364.293	8	Happy - INCREMENTAR
1373.593	8	Happy - INCREMENTAR
1418.44	8	Neutral - OBSERVAR
1426.939	8	Neutral - OBSERVAR
1435.739	8	Neutral - OBSERVAR
1445.038	8	Neutral - OBSERVAR
