onset	duration	trial_type
20.765	8	Neutral - OBSERVAR
30.228	8	Neutral - OBSERVAR
38.864	8	Neutral - OBSERVAR
47.813	8	Neutral - OBSERVAR
89.76	8	Negativo - SUPRIMIR
98.69	8	Negativo - SUPRIMIR
107.376	8	Negativo - SUPRIMIR
116.608	8	Negativo - SUPRIMIR
157.939	8	Happy - OBSERVAR
167.388	8	Happy - OBSERVAR
176.371	8	Happy - OBSERVAR
184.92	8	Happy - OBSERVAR
224.867	8	Negativo - OBSERVAR
233.8	8	Negativo - OBSERVAR
242.433	8	Negativo - OBSERVAR
251.865	8	Negativo - OBSERVAR
297.829	8	Happy - SUPRIMIR
306.678	8	Happy - SUPRIMIR
316.111	8	Happy - SUPRIMIR
324.744	8	Happy - SUPRIMIR
365.291	8	Negativo - REDUCIR
373.94	8	Negativo - REDUCIR
383.139	8	Negativo - REDUCIR
392.089	8	Negativo - REDUCIR
432.819	8	Happy - INCREMENTAR
441.752	8	Happy - INCREMENTAR
450.418	8	Happy - INCREMENTAR
459.634	8	Happy - INCREMENTAR
502.664	8	Happy - SUPRIMIR
511.847	8	Happy - SUPRIMIR
520.497	8	Happy - SUPRIMIR
529.479	8	Happy - SUPRIMIR
566.01	8	Happy - INCREMENTAR
574.959	8	Happy - INCREMENTAR
583.592	8	Happy - INCREMENTAR
592.791	8	Happy - INCREMENTAR
630.739	8	Negativo - OBSERVAR
639.688	8	Negativo - OBSERVAR
648.904	8	Negativo - OBSERVAR
658.371	8	Negativo - OBSERVAR
699.151	8	Negativo - SUPRIMIR
707.784	8	Negativo - SUPRIMIR
717	8	Negativo - SUPRIMIR
726.45	8	Negativo - SUPRIMIR
760.997	8	Happy - OBSERVAR
769.963	8	Happy - OBSERVAR
779.413	8	Happy - OBSERVAR
788.062	8	Happy - OBSERVAR
823.51	8	Neutral - OBSERVAR
832.843	8	Neutral - OBSERVAR
841.792	8	Neutral - OBSERVAR
850.991	8	Neutral - OBSERVAR
885.872	8	Negativo - REDUCIR
895.089	8	Negativo - REDUCIR
904.038	8	Negativo - REDUCIR
913.371	8	Negativo - REDUCIR
946.485	8	Happy - OBSERVAR
955.451	8	Happy - OBSERVAR
964.101	8	Happy - OBSERVAR
973.567	8	Happy - OBSERVAR
1011.881	8	Negativo - REDUCIR
1020.53	8	Negativo - REDUCIR
1029.63	8	Negativo - REDUCIR
1038.579	8	Negativo - REDUCIR
1078.793	8	Negativo - OBSERVAR
1087.759	8	Negativo - OBSERVAR
1096.409	8	Negativo - OBSERVAR
1105.491	8	Negativo - OBSERVAR
1144.239	8	Negativo - SUPRIMIR
1152.905	8	Negativo - SUPRIMIR
1161.855	8	Negativo - SUPRIMIR
1171.054	8	Negativo - SUPRIMIR
1207.768	8	Happy - INCREMENTAR
1217.234	8	Happy - INCREMENTAR
1225.8	8	Happy - INCREMENTAR
1235	8	Happy - INCREMENTAR
1274.697	8	Happy - SUPRIMIR
1283.68	8	Happy - SUPRIMIR
1292.329	8	Happy - SUPRIMIR
1301.779	8	Happy - SUPRIMIR
1332.343	8	Neutral - OBSERVAR
1340.876	8	Neutral - OBSERVAR
1350.326	8	Neutral - OBSERVAR
1359.542	8	Neutral - OBSERVAR
