onset	duration	trial_type
23.648	8	Neutral - OBSERVAR
32.631	8	Neutral - OBSERVAR
42.08	8	Neutral - OBSERVAR
51.263	8	Neutral - OBSERVAR
97.176	8	Negativo - REDUCIR
106.409	8	Negativo - REDUCIR
115.875	8	Negativo - REDUCIR
124.841	8	Negativo - REDUCIR
167.538	8	Negativo - SUPRIMIR
176.187	8	Negativo - SUPRIMIR
185.637	8	Negativo - SUPRIMIR
194.57	8	Negativo - SUPRIMIR
240.483	8	Happy - INCREMENTAR
249.949	8	Happy - INCREMENTAR
258.582	8	Happy - INCREMENTAR
267.531	8	Happy - INCREMENTAR
315.161	8	Negativo - OBSERVAR
324.36	8	Negativo - OBSERVAR
333.793	8	Negativo - OBSERVAR
342.726	8	Negativo - OBSERVAR
386.156	8	Happy - OBSERVAR
395.105	8	Happy - OBSERVAR
404.321	8	Happy - OBSERVAR
412.987	8	Happy - OBSERVAR
457.251	8	Happy - SUPRIMIR
466.7	8	Happy - SUPRIMIR
475.333	8	Happy - SUPRIMIR
484.282	8	Happy - SUPRIMIR
529.729	8	Neutral - OBSERVAR
539.178	8	Neutral - OBSERVAR
548.345	8	Neutral - OBSERVAR
557.311	8	Neutral - OBSERVAR
606.757	8	Happy - INCREMENTAR
615.406	8	Happy - INCREMENTAR
624.872	8	Happy - INCREMENTAR
634.055	8	Happy - INCREMENTAR
679.285	8	Happy - SUPRIMIR
687.918	8	Happy - SUPRIMIR
697.134	8	Happy - SUPRIMIR
706.584	8	Happy - SUPRIMIR
754.797	8	Negativo - OBSERVAR
763.747	8	Negativo - OBSERVAR
773.079	8	Negativo - OBSERVAR
782.279	8	Negativo - OBSERVAR
824.659	8	Happy - OBSERVAR
833.859	8	Happy - OBSERVAR
843.308	8	Happy - OBSERVAR
852.258	8	Happy - OBSERVAR
895.188	8	Negativo - REDUCIR
904.637	8	Negativo - REDUCIR
913.854	8	Negativo - REDUCIR
922.786	8	Negativo - REDUCIR
967.6	8	Negativo - SUPRIMIR
976.25	8	Negativo - SUPRIMIR
985.749	8	Negativo - SUPRIMIR
994.948	8	Negativo - SUPRIMIR
1041.062	8	Happy - INCREMENTAR
1050.295	8	Happy - INCREMENTAR
1059.127	8	Happy - INCREMENTAR
1067.81	8	Happy - INCREMENTAR
1115.79	8	Happy - OBSERVAR
1125.023	8	Happy - OBSERVAR
1133.706	8	Happy - OBSERVAR
1142.655	8	Happy - OBSERVAR
1191.269	8	Negativo - OBSERVAR
1200.218	8	Negativo - OBSERVAR
1209.651	8	Negativo - OBSERVAR
1218.85	8	Negativo - OBSERVAR
1266.064	8	Negativo - REDUCIR
1275.28	8	Negativo - REDUCIR
1284.729	8	Negativo - REDUCIR
1293.729	8	Negativo - REDUCIR
1338.709	8	Happy - SUPRIMIR
1347.909	8	Happy - SUPRIMIR
1356.858	8	Happy - SUPRIMIR
1365.491	8	Happy - SUPRIMIR
1411.704	8	Negativo - SUPRIMIR
1421.171	8	Negativo - SUPRIMIR
1430.137	8	Negativo - SUPRIMIR
1438.786	8	Negativo - SUPRIMIR
1482.767	8	Neutral - OBSERVAR
1492.216	8	Neutral - OBSERVAR
1501.182	8	Neutral - OBSERVAR
1510.381	8	Neutral - OBSERVAR
