,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,passes_guard
0,2,0.30426284670829773,0.43108453380422906,0.02047991062479815,0.179,2,6,False
1,3,0.2579815685749054,0.613682681478831,0.017838719392875995,,2,6,False
2,4,0.2711767256259918,0.7523205756731612,0.02002691396592663,,2,6,False
3,5,0.2567460834980011,0.8851446393013309,0.015978943620368394,,2,6,False
4,6,0.27323392033576965,0.99785504339807,0.019727802760939914,,2,6,False
