,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,passes_guard
0,2,0.23993876576423645,0.2831462365767283,0.022054908642592158,,4,6,True
1,3,0.24895504117012024,0.47758694641395394,0.021068450570920987,,4,6,True
2,4,0.2804659903049469,0.6695298014704565,0.024096078324988564,0.03,4,6,True
3,5,0.2614891231060028,0.768412822593878,0.017897796193690658,,4,6,True
4,6,0.2917424142360687,0.8899371485191319,0.018948332496978543,,4,6,True
