,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,passes_guard
0,2,0.34576550126075745,0.44260252802889877,0.023320519312468826,0.101,2,6,False
1,3,0.2906953990459442,0.6043706810712823,0.02101042141162646,,2,6,False
2,4,0.28435614705085754,0.7637482824945381,0.019864385643043436,,2,6,False
3,5,0.30842024087905884,0.9102436166732315,0.025160644588300807,,2,6,False
4,6,0.32602614164352417,1.0506289109716334,0.017992730756075957,,2,6,False
