,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,passes_guard
0,2,0.20103338360786438,0.2930150072049691,0.021122310042962632,,5,6,True
1,3,0.2328968048095703,0.48822738422858647,0.02490244859092886,,5,6,True
2,4,0.24413080513477325,0.6171755957286997,0.018700257081683457,,5,6,True
3,5,0.26178160309791565,0.781671339424296,0.020971615022196743,0.048,5,6,True
4,6,0.2412397861480713,0.8610670522662112,0.021088463536086736,,5,6,True
