,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,passes_guard
0,2,0.242427259683609,0.30640356319003104,0.02622689451554943,0.475,2,6,False
1,3,0.21635141968727112,0.48131171184079236,0.019456650128559457,,2,6,False
2,4,0.23411841690540314,0.6230700041882571,0.014531205279022552,,2,6,False
3,5,0.23949921131134033,0.7424996726601631,0.010538052958421881,,2,6,False
4,6,0.23103854060173035,0.8422418799307492,0.01832237463436556,,2,6,False
