,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,passes_guard
0,2,0.2312481701374054,0.3159674747952832,0.02709296964602099,0.485,2,6,False
1,3,0.20276878774166107,0.4509351812792093,0.024345252489801773,,2,6,False
2,4,0.223115012049675,0.5967997968806742,0.023182558988430958,,2,6,False
3,5,0.23722195625305176,0.7230188015635801,0.01677437574648784,,2,6,False
4,6,0.29426881670951843,0.8451508839037136,0.02187917570586995,,2,6,False
