,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,passes_guard
0,2,0.2271750420331955,0.30062402030492885,0.024405582765545795,,5,6,True
1,3,0.23545822501182556,0.46320349468424604,0.020656014290218957,,5,6,True
2,4,0.26665547490119934,0.6824665550366631,0.023210117310415602,,5,6,True
3,5,0.29171422123908997,0.8094444655461928,0.014394985299206823,0.003,5,6,True
4,6,0.2731821537017822,0.8895268173411659,0.020257401054455233,,5,6,True
