,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,passes_guard
0,2,0.22522883117198944,0.30247974221612317,0.02066387723160884,,4,6,False
1,3,0.23003366589546204,0.49537137216595406,0.021204025369595113,,4,6,False
2,4,0.24508322775363922,0.6434323319021105,0.021292216815843753,0.168,4,6,False
3,5,0.24283277988433838,0.7723087535907758,0.01824170115351623,,4,6,False
4,6,0.25421953201293945,0.8659632240496409,0.024562693374703033,,4,6,False
