,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,passes_guard
0,2,0.21511387825012207,0.2876141509678276,0.01976792334296136,,4,6,False
1,3,0.23559226095676422,0.4739941875650522,0.02064898526286294,,4,6,False
2,4,0.24091795086860657,0.6245673805500473,0.02066876763284557,0.11,4,6,False
3,5,0.23606428503990173,0.7018967608310618,0.019285331523566398,,4,6,False
4,6,0.25331366062164307,0.7548086800941656,0.017157731259062326,,4,6,False
