,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,passes_guard
0,2,0.36704227328300476,0.488163610703237,0.02462046294267753,0.075,2,6,False
1,3,0.33665552735328674,0.7113915756524785,0.023633815641061977,,2,6,False
2,4,0.30434301495552063,0.8952836463303497,0.02518223654354645,,2,6,False
3,5,0.29297956824302673,1.0032667794176313,0.014700748581601699,,2,6,False
4,6,0.2888779640197754,1.143643675177102,0.01973842052680853,,2,6,False
