,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,passes_guard
0,2,0.1939125508069992,0.2933884177022912,0.025622349227957062,,5,6,False
1,3,0.21211807429790497,0.48318292506984317,0.023117567675114456,,5,6,False
2,4,0.22051574289798737,0.6025951964082625,0.01654699143762139,,5,6,False
3,5,0.2297917753458023,0.7506092917521578,0.016593352237337603,0.336,5,6,False
4,6,0.21743449568748474,0.8290713494084199,0.012937228106993999,,5,6,False
