,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,passes_guard
0,2,0.23522230982780457,0.3129519687323947,0.025677837213804552,,5,6,False
1,3,0.2307635098695755,0.4842988898013587,0.012915856834233052,,5,6,False
2,4,0.2659320533275604,0.696354721805172,0.02295520865930309,,5,6,False
3,5,0.2680249512195587,0.7876072910372973,0.020298868468255765,0.07,5,6,False
4,6,0.25726014375686646,0.8678242251191213,0.01498514827793581,,5,6,False
