,k,silhouette_score,gap_stat,gap_se,permutation_p,k_selected_silhouette,k_selected_gap,passes_guard
0,2,0.35656991600990295,0.4563413386456032,0.016859558224304533,0.081,2,6,False
1,3,0.3407866656780243,0.7389606786396552,0.02224615966637376,,2,6,False
2,4,0.3370601534843445,0.8993403415214396,0.024234306260738876,,2,6,False
3,5,0.28821536898612976,1.094123614229419,0.014534881895246687,,2,6,False
4,6,0.2810079753398895,1.1927930589426508,0.018988681326865802,,2,6,False
