onset	duration	trial_type
47.665	8	Neutral - OBSERVAR
56.464	8	Neutral - OBSERVAR
64.964	8	Neutral - OBSERVAR
74.013	8	Neutral - OBSERVAR
114.244	8	Negativo - REDUCIR
123.532	8	Negativo - REDUCIR
132.031	8	Negativo - REDUCIR
140.825	8	Negativo - REDUCIR
186.106	8	Happy - OBSERVAR
194.893	8	Happy - OBSERVAR
203.376	8	Happy - OBSERVAR
212.659	8	Happy - OBSERVAR
255.701	8	Negativo - OBSERVAR
264.739	8	Negativo - OBSERVAR
274.038	8	Negativo - OBSERVAR
282.837	8	Negativo - OBSERVAR
327.568	8	Negativo - SUPRIMIR
336.367	8	Negativo - SUPRIMIR
344.866	8	Negativo - SUPRIMIR
353.899	8	Negativo - SUPRIMIR
399.392	8	Happy - SUPRIMIR
407.879	8	Happy - SUPRIMIR
416.678	8	Happy - SUPRIMIR
425.728	8	Happy - SUPRIMIR
471.238	8	Happy - INCREMENTAR
479.724	8	Happy - INCREMENTAR
489.023	8	Happy - INCREMENTAR
498.056	8	Happy - INCREMENTAR
547.6	8	Happy - INCREMENTAR
556.885	8	Happy - INCREMENTAR
565.918	8	Happy - INCREMENTAR
574.717	8	Happy - INCREMENTAR
617.898	8	Negativo - REDUCIR
627.197	8	Negativo - REDUCIR
635.696	8	Negativo - REDUCIR
644.729	8	Negativo - REDUCIR
687.743	8	Happy - SUPRIMIR
696.542	8	Happy - SUPRIMIR
705.025	8	Happy - SUPRIMIR
714.074	8	Happy - SUPRIMIR
760.021	8	Negativo - SUPRIMIR
768.521	8	Negativo - SUPRIMIR
777.57	8	Negativo - SUPRIMIR
786.369	8	Negativo - SUPRIMIR
832.633	8	Happy - OBSERVAR
841.932	8	Happy - OBSERVAR
850.715	8	Happy - OBSERVAR
859.214	8	Happy - OBSERVAR
907.444	8	Negativo - OBSERVAR
916.477	8	Negativo - OBSERVAR
925.776	8	Negativo - OBSERVAR
934.559	8	Negativo - OBSERVAR
981.506	8	Neutral - OBSERVAR
990.005	8	Neutral - OBSERVAR
998.788	8	Neutral - OBSERVAR
1007.837	8	Neutral - OBSERVAR
1056.317	8	Negativo - SUPRIMIR
1065.35	8	Negativo - SUPRIMIR
1074.15	8	Negativo - SUPRIMIR
1082.649	8	Negativo - SUPRIMIR
1125.663	8	Happy - OBSERVAR
1134.712	8	Happy - OBSERVAR
1143.512	8	Happy - OBSERVAR
1152.811	8	Happy - OBSERVAR
1198.525	8	Happy - INCREMENTAR
1207.325	8	Happy - INCREMENTAR
1215.824	8	Happy - INCREMENTAR
1225.123	8	Happy - INCREMENTAR
1273.387	8	Negativo - OBSERVAR
1282.436	8	Negativo - OBSERVAR
1291.236	8	Negativo - OBSERVAR
1299.735	8	Negativo - OBSERVAR
1347.499	8	Happy - SUPRIMIR
1356.548	8	Happy - SUPRIMIR
1365.048	8	Happy - SUPRIMIR
1374.347	8	Happy - SUPRIMIR
1420.361	8	Negativo - REDUCIR
1428.86	8	Negativo - REDUCIR
1437.91	8	Negativo - REDUCIR
1447.209	8	Negativo - REDUCIR
1492.223	8	Neutral - OBSERVAR
1501.023	8	Neutral - OBSERVAR
1509.522	8	Neutral - OBSERVAR
1518.821	8	Neutral - OBSERVAR
